Price,Close,High,Low,Open,Volume
Ticker,IWM,IWM,IWM,IWM,IWM
Date,,,,,
2020-05-04,118.02776336669922,118.23436944526766,114.80660436459885,116.07440592460894,28498200
2020-05-05,118.93871307373047,122.00961072707369,118.4221978398216,120.27225954176795,31209400
2020-05-06,118.06533813476562,120.39433536115489,117.38917533843755,119.72756570501656,29836800
2020-05-07,119.68061065673828,120.67606854026648,118.84480032719735,119.633652122099,27493000
2020-05-08,124.30105590820312,124.66730957784132,121.32406801299337,122.23500919922523,32122900
2020-05-11,123.68122863769531,124.85512035659852,121.45553452416937,122.46977868886968,33983200
2020-05-12,119.23921966552734,124.23529508814615,119.11713034812767,124.20712283485885,44275300
2020-05-13,115.24800872802734,118.40343063004934,113.07865885721246,117.99961154244333,58719300
2020-05-14,115.6236572265625,115.76451852031086,110.04532071836934,112.66544825510044,55904300
2020-05-15,117.46430206298828,117.88690021362741,114.06470908354697,114.58122430309828,40236600
2020-05-18,124.60157012939453,125.2683470078531,122.86421878252479,123.44646455685864,46981100
2020-05-19,122.1410903930664,125.32468434705639,122.1410903930664,124.16957884067075,30270000
2020-05-20,125.84122467041016,126.7615520026884,124.31986519647762,124.64854636456585,35901300
2020-05-21,126.06658935546875,126.83665490044172,124.50765765525831,125.8881555147571,32716500
2020-05-22,126.67699432373047,126.82725589307229,124.92085701246036,126.47038824831846,24035200
2020-05-26,130.33016967773438,131.83275700149005,126.770935837095,131.56040606331368,36971000
2020-05-27,134.37771606445312,134.7627559491577,128.96842871955263,132.95027419340877,42682000
2020-05-28,131.19412231445312,135.92726126901835,129.20320674690743,135.92726126901835,42105000
2020-05-29,130.44287109375,130.79973884120756,128.1044874404769,129.8794115411569,41536400
2020-06-01,131.69186401367188,133.04418956077868,130.17050493804317,130.78092289734946,25567500
2020-06-02,132.78125,133.21324849168505,131.06267066851495,132.4807411477385,24666200
2020-06-03,135.983642578125,137.1763207785342,134.39653841303598,134.9224396992757,36111700
2020-06-04,135.7864227294922,136.73493657187154,134.4622692046114,135.08208757750054,28904700
2020-06-05,141.0360565185547,143.04577313612808,140.4444247663033,141.67466114081068,53513400
2020-06-08,143.76885986328125,144.05059673530735,142.39776239167747,143.0739251526471,33834300
2020-06-09,141.1112060546875,142.5292767785754,139.98427258723888,141.67467995328008,39646000
2020-06-10,137.2796173095703,141.1112024652202,137.01666665151222,140.9515548749518,51774500
2020-06-11,126.80846405029297,132.4431436857816,126.56429975812507,131.6167194203959,72041500
2020-06-12,129.85122680664062,132.43378891472167,125.98206946776868,131.78579831120922,63864900
2020-06-15,132.8533172607422,133.86155890764317,125.58826351131515,125.58826351131515,57354800
2020-06-16,136.04769897460938,138.22438440095166,132.89102487486738,138.22438440095166,48957000
2020-06-17,133.5883331298828,136.62250525929338,133.16430589973842,136.24558098279428,34811400
2020-06-18,133.5412139892578,135.0394502252971,131.74143833610356,132.269117937864,26974100
2020-06-19,132.8533172607422,136.17016383828454,131.76967639822936,136.08536128800256,50293800
2020-06-22,134.1819305419922,134.33270021331137,130.81796672253324,132.14659749193234,28983200
2020-06-23,134.7473602294922,136.31156380599938,134.4175532468842,135.99118891775842,20344200
2020-06-24,130.3751220703125,133.42814396837792,128.44342651568383,132.95699941252656,42998700
